GeneSymbol,0,1,clust,pathway
Aurkb,0.46949875,0.2157084,1,"['Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal', 'APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1', 'Separation of Sister Chromatids', 'Resolution of Sister Chromatid Cohesion', 'SUMOylation of DNA replication proteins', 'RHO GTPases Activate Formins', 'Regulation of TP53 Activity through Phosphorylation', 'Mitotic Prometaphase', 'EML4 and NUDC in mitotic spindle formation']"
Aven,0.0956033,-0.030122165,2,"['Formation of apoptosome', 'Regulation of the apoptosome activity']"
Avp,0.22425103,-0.07657972,2,"['Vasopressin-like receptors', 'G alpha (q) signalling events', 'G alpha (s) signalling events', 'Vasopressin regulates renal water homeostasis via Aquaporins', 'Transport of organic anions', 'Cargo recognition for clathrin-mediated endocytosis', 'Clathrin-mediated endocytosis']"
Avpr1a,0.14822482,-0.21254677,2,"['Vasopressin-like receptors', 'G alpha (q) signalling events']"
Avpr1b,-0.0011781201,-0.186128,2,"['Vasopressin-like receptors', 'G alpha (q) signalling events']"
Avpr2,0.25008863,-0.26602003,2,"['Vasopressin-like receptors', 'G alpha (s) signalling events', 'Vasopressin regulates renal water homeostasis via Aquaporins', 'Cargo recognition for clathrin-mediated endocytosis', 'Clathrin-mediated endocytosis']"
Awat1,-0.10787528,0.02537546,3,"['Arachidonic acid metabolism', 'Wax biosynthesis']"
Awat2,-0.09714604,-0.1424785,3,"['Acyl chain remodeling of DAG and TAG', 'The retinoid cycle in cones (daylight vision)', 'Wax biosynthesis']"
Axin1,0.56724757,-0.03008786,2,"['Degradation of beta-catenin by the destruction complex', 'Beta-catenin phosphorylation cascade', 'TCF dependent signaling in response to WNT', 'Degradation of AXIN', 'Disassembly of the destruction complex and recruitment of AXIN to the membrane', 'Ub-specific processing proteases']"
Axin2,0.39076665,0.115987614,1,"['TCF dependent signaling in response to WNT', 'Degradation of AXIN', 'Ub-specific processing proteases']"
Axl,0.40541685,-0.20764886,2,['VEGFA-VEGFR2 Pathway']
Azgp1,-0.08406855,-0.041841738,3,['Miscellaneous transport and binding events']
Azin1,-0.09568574,0.033531576,3,['Regulation of ornithine decarboxylase (ODC)']
Azin2,0.055100128,-0.2255665,2,['Agmatine biosynthesis']
B2m,0.35108152,-0.106603675,2,"['ER-Phagosome pathway', 'Endosomal/Vacuolar pathway', 'Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell', 'DAP12 interactions', 'DAP12 signaling', 'Neutrophil degranulation', 'Antigen Presentation: Folding, assembly and peptide loading of class I MHC']"
B3galnt1,-0.09681184,0.045725152,0,['Glycosphingolipid metabolism']
B3galnt2,-0.06047552,-0.049434565,3,['O-linked glycosylation']
B3galt1,-0.24468932,0.059154607,3,['Lewis blood group biosynthesis']
B3galt2,-0.28676865,-0.01084488,3,['Lewis blood group biosynthesis']
B3galt4,-0.21074095,0.066366576,3,['Lewis blood group biosynthesis']
B3galt5,-0.20332888,0.15630516,3,['Lewis blood group biosynthesis']
B3galt6,-0.09170726,-0.15749912,3,['A tetrasaccharide linker sequence is required for GAG synthesis']
B3gat1,-0.11541045,-0.16222139,3,['A tetrasaccharide linker sequence is required for GAG synthesis']
B3gat2,-0.09714264,-0.19185252,3,['A tetrasaccharide linker sequence is required for GAG synthesis']
B3gat3,-0.09204798,-0.19596742,3,['A tetrasaccharide linker sequence is required for GAG synthesis']
B3glct,-0.2582253,0.06272388,3,['O-glycosylation of TSR domain-containing proteins']
B3gnt2,-0.1811124,-0.03832187,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation of mucins']"
B3gnt3,-0.037430182,-0.041243184,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation of mucins']"
B3gnt4,-0.19878407,-0.06782675,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation of mucins']"
B3gnt5,-0.14705466,-0.0040867086,3,['O-linked glycosylation of mucins']
B3gnt6,-0.16602172,-0.029249934,3,['O-linked glycosylation of mucins']
B3gnt7,-0.14941038,0.016677033,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation of mucins']"
B3gnt8,-0.14137222,0.06907794,3,['O-linked glycosylation of mucins']
B3gnt9,-0.15576984,0.107027724,3,['O-linked glycosylation of mucins']
B3gntl1,-0.3320979,0.055674378,3,['O-linked glycosylation of mucins']
B4galnt1,-0.31770042,0.24944302,3,['Glycosphingolipid metabolism']
B4galnt2,-0.06550795,-0.09207538,3,"['Asparagine N-linked glycosylation', 'Lewis blood group biosynthesis']"
B4galt1,-0.08353463,-0.114766724,3,"['Keratan sulfate biosynthesis', 'Interaction With Cumulus Cells And The Zona Pellucida', 'Lactose synthesis', 'Neutrophil degranulation', 'N-Glycan antennae elongation']"
B4galt2,-0.15064459,-0.03993595,3,"['Keratan sulfate biosynthesis', 'N-Glycan antennae elongation']"
B4galt3,-0.032099478,-0.030508408,0,"['Keratan sulfate biosynthesis', 'N-Glycan antennae elongation']"
B4galt4,-0.088086285,0.0070896945,0,"['Keratan sulfate biosynthesis', 'N-Glycan antennae elongation']"
B4galt5,-0.11326642,-0.08833024,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation of mucins', 'N-Glycan antennae elongation']"
B4galt6,-0.124432325,-0.097107165,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation of mucins', 'N-Glycan antennae elongation']"
B4galt7,-0.15218784,-0.2005563,3,['A tetrasaccharide linker sequence is required for GAG synthesis']
B4gat1,-0.08620941,0.07398544,3,"['Keratan sulfate biosynthesis', 'O-linked glycosylation']"
B9d1,0.086892016,-0.073346645,3,['Anchoring of the basal body to the plasma membrane']
B9d2,0.029261053,0.017243136,3,"['Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal', 'Separation of Sister Chromatids', 'Resolution of Sister Chromatid Cohesion', 'Anchoring of the basal body to the plasma membrane', 'RHO GTPases Activate Formins', 'Mitotic Prometaphase', 'EML4 and NUDC in mitotic spindle formation']"
Baat,-0.23590983,-0.0956545,3,"['Recycling of bile acids and salts', 'Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol', 'Peroxisomal protein import']"
Babam1,0.2649353,0.37432554,1,"['Metalloprotease DUBs', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Nonhomologous End-Joining (NHEJ)', 'Processing of DNA double-strand break ends', 'G2/M DNA damage checkpoint']"
Babam2,0.33755472,0.24617605,1,"['Metalloprotease DUBs', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Nonhomologous End-Joining (NHEJ)', 'Processing of DNA double-strand break ends', 'G2/M DNA damage checkpoint']"
Bach1,0.1479309,-0.07745044,2,"['Heme signaling', 'Regulation of BACH1 activity']"
Bad,0.33273122,-0.20512934,2,"['Activation of BAD and translocation to mitochondria ', 'BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members', 'NRAGE signals death through JNK']"
Bag1,0.3228666,0.14057758,1,['Regulation of HSF1-mediated heat shock response']
Bag2,0.39500725,0.09943311,1,['Regulation of HSF1-mediated heat shock response']
Bag3,0.4675414,-0.05031774,2,['Regulation of HSF1-mediated heat shock response']
Bag4,0.21960373,-0.026148882,2,"['Regulation of HSF1-mediated heat shock response', 'TNF signaling']"
Bag5,0.30809262,0.012038085,2,['Regulation of HSF1-mediated heat shock response']
Baiap2,0.16453044,-0.31917077,2,"['Regulation of actin dynamics for phagocytic cup formation', 'VEGFA-VEGFR2 Pathway', 'RHO GTPases Activate WASPs and WAVEs', 'RAC1 GTPase cycle', 'RAC3 GTPase cycle']"
Baiap2l1,0.19123381,-0.15736616,2,"['RAC1 GTPase cycle', 'RAC2 GTPase cycle', 'RAC3 GTPase cycle', 'RHOF GTPase cycle']"
Baiap2l2,0.015466383,-0.100998946,3,['RHOF GTPase cycle']
Bak1,0.23381443,-0.031644735,2,"['Activation and oligomerization of BAK protein', 'Release of apoptotic factors from the mitochondria', 'Pyroptosis']"
Bambi,0.17974764,-0.06902782,2,['Downregulation of TGF-beta receptor signaling']
Banf1,0.4644666,0.23384224,1,"['Nuclear Envelope Breakdown', 'Initiation of Nuclear Envelope (NE) Reformation']"
Banp,0.23937583,0.01348433,1,['Regulation of TP53 Activity through Association with Co-factors']
Bap1,0.3774174,0.2219541,1,"['UCH proteinases', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks']"
Bard1,0.46240544,0.29874432,1,"['HDR through Single Strand Annealing (SSA)', 'HDR through Homologous Recombination (HRR)', 'UCH proteinases', 'Metalloprotease DUBs', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Resolution of D-loop Structures through Holliday Junction Intermediates', 'Nonhomologous End-Joining (NHEJ)', 'Homologous DNA Pairing and Strand Exchange', 'Processing of DNA double-strand break ends', 'Presynaptic phase of homologous DNA pairing and strand exchange', 'Regulation of TP53 Activity through Phosphorylation', 'G2/M DNA damage checkpoint']"
Basp1,0.2995678,0.054435182,1,['RHOF GTPase cycle']
Bax,0.29627222,-0.11992615,2,"['Release of apoptotic factors from the mitochondria', 'Activation, translocation and oligomerization of BAX', 'Pyroptosis', 'TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest']"
Baz1b,0.37327784,0.4027737,1,['B-WICH complex positively regulates rRNA expression']
Bbox1,-0.37859347,-0.37135127,3,['Carnitine synthesis']
Bbs1,0.32014093,-0.0044117346,2,['BBSome-mediated cargo-targeting to cilium']
Bbs2,0.25088748,-0.10141075,2,['BBSome-mediated cargo-targeting to cilium']
Bbs4,0.19069292,-0.0636248,2,['BBSome-mediated cargo-targeting to cilium']
Bbs5,0.14832152,-0.013564793,2,['BBSome-mediated cargo-targeting to cilium']
Bbs7,0.22720025,0.037756097,1,['BBSome-mediated cargo-targeting to cilium']
Bbs9,0.21097034,0.004419287,2,['BBSome-mediated cargo-targeting to cilium']
Bcan,0.06663666,-0.24003813,2,"['Degradation of the extracellular matrix', 'A tetrasaccharide linker sequence is required for GAG synthesis', 'Chondroitin sulfate biosynthesis', 'Dermatan sulfate biosynthesis', 'CS/DS degradation', 'ECM proteoglycans']"
Bcap31,-0.0063833334,0.07191123,0,"['Apoptotic cleavage of cellular proteins', 'Apoptotic execution phase', 'RHOA GTPase cycle', 'Antigen Presentation: Folding, assembly and peptide loading of class I MHC']"
Bcar1,0.47468725,-0.4298979,2,"['Downstream signal transduction', 'p130Cas linkage to MAPK signaling for integrins', 'VEGFA-VEGFR2 Pathway', 'PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases']"
Bcas2,0.04998992,0.32085264,0,['mRNA Splicing - Major Pathway']
Bcat1,-0.22806907,0.14449248,0,['Branched-chain amino acid catabolism']
Bcat2,-0.40218732,0.27136356,0,['Branched-chain amino acid catabolism']
Bche,0.050096314,-0.20313054,2,"['Synthesis, secretion, and deacylation of Ghrelin', 'Aspirin ADME']"
Bckdhb,-0.21804069,0.13881347,0,"['Glyoxylate metabolism and glycine degradation', 'Branched-chain amino acid catabolism']"
Bckdk,-0.28144154,0.07779646,3,['Branched-chain amino acid catabolism']
Bcl10,0.27434397,-0.1881725,2,"['Activation of NF-kappaB in B cells', 'Downstream TCR signaling', 'FCERI mediated NF-kB activation', 'CLEC7A (Dectin-1) signaling', 'E3 ubiquitin ligases ubiquitinate target proteins']"
Bcl2,0.4007278,-0.16715084,2,"['Activation of BAD and translocation to mitochondria ', 'BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members', 'The NLRP1 inflammasome']"
Bcl2l1,0.53485984,-0.07166345,2,"['BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members', 'The NLRP1 inflammasome', 'RAS processing']"
Bcl2l11,0.3972527,-0.20490202,2,"['Activation of BIM and translocation to mitochondria ', 'BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members', 'NRAGE signals death through JNK']"
Bcl9,0.19235043,0.15976025,1,['Formation of the beta-catenin:TCF transactivating complex']
Bcl9l,0.1935256,0.03340988,2,['Formation of the beta-catenin:TCF transactivating complex']
Bco1,-0.26683128,-0.109088875,0,['Retinoid metabolism and transport']
Bcr,0.32144335,-0.3122234,2,"['RHOA GTPase cycle', 'RHOB GTPase cycle', 'RHOC GTPase cycle', 'CDC42 GTPase cycle', 'RAC1 GTPase cycle', 'RAC2 GTPase cycle', 'RAC3 GTPase cycle']"
Bdh1,-0.15723866,0.103238486,3,"['Utilization of Ketone Bodies', 'Synthesis of Ketone Bodies']"
Bdh2,-0.26791465,-0.124658816,3,['Synthesis of Ketone Bodies']
Bdkrb1,-0.031412262,-0.228739,2,"['Peptide ligand-binding receptors', 'G alpha (q) signalling events', 'G alpha (i) signalling events']"
Bdkrb2,0.042466205,-0.2230114,2,"['Peptide ligand-binding receptors', 'G alpha (q) signalling events', 'G alpha (i) signalling events']"
Bdnf,0.42651376,-0.4505584,2,"['Activated NTRK2 signals through PLCG1', 'Activated NTRK2 signals through FRS2 and FRS3', 'NTRK2 activates RAC1']"
Bdp1,0.09040219,0.279036,1,"['RNA Polymerase III Transcription Initiation From Type 1 Promoter', 'RNA Polymerase III Transcription Initiation From Type 2 Promoter', 'RNA Polymerase III Transcription Initiation From Type 3 Promoter']"
Becn1,0.40529066,-0.07595369,1,"['Macroautophagy', 'Ub-specific processing proteases']"
Best1,-0.13129322,-0.060555108,3,['Stimuli-sensing channels']
Best3,-0.06691521,-0.09706282,3,['Stimuli-sensing channels']
Bet1,0.1141699,-0.1379307,2,"['COPII-mediated vesicle transport', 'COPI-mediated anterograde transport']"
Bet1l,-0.04883836,0.08116209,3,"['COPI-mediated anterograde transport', 'Intra-Golgi traffic']"
Bex3,0.24841745,-0.21697128,2,['NADE modulates death signalling']
Bglap2,0.20950522,-0.1392855,2,"['Gamma-carboxylation of protein precursors', 'Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus', 'Removal of aminoterminal propeptides from gamma-carboxylated proteins']"
Bgn,0.27827936,-0.2689718,2,"['A tetrasaccharide linker sequence is required for GAG synthesis', 'Chondroitin sulfate biosynthesis', 'Dermatan sulfate biosynthesis', 'CS/DS degradation', 'ECM proteoglycans']"
Bhmt,-0.3157487,0.072755836,3,"['Sulfur amino acid metabolism', 'Choline catabolism']"
Bhmt2,-0.35206452,0.06414113,3,['Sulfur amino acid metabolism']
Bicd1,0.02868659,-0.14316784,2,['COPI-independent Golgi-to-ER retrograde traffic']
Bicd2,0.064945176,-0.14715534,2,['COPI-independent Golgi-to-ER retrograde traffic']
Bid,0.40309903,-0.1316943,2,"['Activation of BAD and translocation to mitochondria ', 'Activation and oligomerization of BAK protein', 'BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members', 'Activation, translocation and oligomerization of BAX', 'Activation, myristolyation of BID and translocation to mitochondria']"
Bin1,0.18916209,-0.31705257,2,['Clathrin-mediated endocytosis']
Birc2,0.39571488,0.013144841,1,"['Apoptotic cleavage of cellular proteins', 'NOD1/2 Signaling Pathway', 'Regulation of TNFR1 signaling', 'TNFR1-induced NFkappaB signaling pathway', 'TNFR2 non-canonical NF-kB pathway', 'Regulation of necroptotic cell death', 'TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway', 'Ub-specific processing proteases', 'IKK complex recruitment mediated by RIP1']"
Blm,0.25833815,0.35741395,1,"['Processive synthesis on the C-strand of the telomere', 'SUMOylation of DNA damage response and repair proteins', 'HDR through Single Strand Annealing (SSA)', 'HDR through Homologous Recombination (HRR)', 'Resolution of D-loop Structures through Holliday Junction Intermediates', 'Homologous DNA Pairing and Strand Exchange', 'Processing of DNA double-strand break ends', 'Presynaptic phase of homologous DNA pairing and strand exchange', 'Regulation of TP53 Activity through Phosphorylation', 'G2/M DNA damage checkpoint']"
Blmh,-0.16748238,0.05945311,3,['Antigen processing: Ubiquitination & Proteasome degradation']
Blnk,0.23944451,-0.18135932,2,['Antigen activates B Cell Receptor (BCR) leading to generation of second messengers']
Bloc1s1,-0.091146015,-0.061036285,3,"['Lysosome Vesicle Biogenesis', 'Golgi Associated Vesicle Biogenesis']"
Bloc1s3,-0.3193151,0.11110758,3,['Golgi Associated Vesicle Biogenesis']
Bloc1s4,-0.088546544,-0.06879806,3,['Golgi Associated Vesicle Biogenesis']
Bloc1s6,-0.11868545,-0.16368946,3,['Golgi Associated Vesicle Biogenesis']
Blvra,-0.023095839,-0.19474742,2,"['Heme degradation', 'Cytoprotection by HMOX1']"
Blvrb,-0.22091089,-0.13831031,3,"['Heme degradation', 'Cytoprotection by HMOX1']"
Blzf1,0.0007650732,-0.074084915,3,['Golgi Cisternae Pericentriolar Stack Reorganization']
Bmf,0.13265826,-0.09539419,2,"['BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members', 'Activation of BMF and translocation to mitochondria']"
Bmi1,0.48731682,0.08800085,1,"['SUMOylation of DNA damage response and repair proteins', 'SUMOylation of transcription cofactors', 'SUMOylation of chromatin organization proteins', 'SUMOylation of RNA binding proteins', 'RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known', 'Regulation of PTEN gene transcription', 'Transcriptional Regulation by E2F6']"
Bmp1,0.08936597,-0.2800523,2,"['Collagen biosynthesis and modifying enzymes', 'Anchoring fibril formation', 'Crosslinking of collagen fibrils', 'HDL assembly']"
Bmp10,0.013244197,-0.12147158,3,"['Signaling by BMP', 'Molecules associated with elastic fibres']"
Bmp15,-0.14777471,-0.006819309,3,"['Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Post-translational protein phosphorylation']"
Bmp2,0.17137216,-0.059793986,2,"['Signaling by BMP', 'Molecules associated with elastic fibres']"
Bmp4,0.4238094,-0.14457509,2,"['Molecules associated with elastic fibres', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Post-translational protein phosphorylation']"
Bmp7,0.21673512,-0.09976836,2,['Molecules associated with elastic fibres']
Bmpr1a,0.26197118,-0.05358072,2,['Signaling by BMP']
Bmpr1b,0.23579529,-0.04226406,2,['Signaling by BMP']
Bmpr2,0.20822868,-0.23892178,2,['Signaling by BMP']
Bms1,0.09105793,0.47294405,0,['Major pathway of rRNA processing in the nucleolus and cytosol']
Bmt2,-0.08002169,-0.11026375,3,['Amino acids regulate mTORC1']
Bmx,0.34179085,-0.17268747,2,"['Apoptotic cleavage of cellular proteins', 'Synthesis of PIPs at the plasma membrane']"
Bnip1,-0.109936655,0.05469846,3,['COPI-dependent Golgi-to-ER retrograde traffic']
Bnip2,-0.027521286,-0.14398837,3,['Myogenesis']
Bnip3l,0.18536668,0.0129851205,1,['TP53 Regulates Transcription of Genes Involved in Cytochrome C Release']
Bop1,0.14834048,0.46581733,0,['Major pathway of rRNA processing in the nucleolus and cytosol']
Bora,0.15512244,0.18138425,1,['Regulation of PLK1 Activity at G2/M Transition']
Bpgm,-0.12814412,0.104627796,0,['Glycolysis']
Bphl,-0.4047717,0.02052169,3,['Phase I - Functionalization of compounds']
Bpi,-0.22679423,-0.11306107,3,"['Toll Like Receptor 4 (TLR4) Cascade', 'Neutrophil degranulation', 'Antimicrobial peptides']"
Bpifa1,-0.37163687,-0.31518897,3,['Antimicrobial peptides']
Bpifa2,-0.29483557,-0.16546765,3,['Antimicrobial peptides']
Bpifb1,-0.3565392,-0.22620584,3,['Antimicrobial peptides']
Bpifb2,-0.44889387,-0.29913846,3,"['Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Antimicrobial peptides', 'Post-translational protein phosphorylation']"
Bpifb4,-0.25074708,-0.28198516,3,['Antimicrobial peptides']
Bpifb6,-0.23564102,-0.0989063,3,['Antimicrobial peptides']
Bpnt1,-0.12234446,0.046929795,3,['Cytosolic sulfonation of small molecules']
Bpnt2,-0.32569683,-0.21250986,3,['Cytosolic sulfonation of small molecules']
Braf,0.4820136,-0.21723622,2,"['Spry regulation of FGF signaling', 'Frs2-mediated activation', 'RAF activation', 'MAP2K and MAPK activation', 'Negative feedback regulation of MAPK pathway', 'Negative regulation of MAPK pathway']"
Brap,0.44460064,-0.016956003,1,"['RAF activation', 'Negative regulation of MAPK pathway']"
Brca1,0.51239085,0.21430756,1,"['SUMOylation of DNA damage response and repair proteins', 'HDR through Single Strand Annealing (SSA)', 'HDR through Homologous Recombination (HRR)', 'Metalloprotease DUBs', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Resolution of D-loop Structures through Holliday Junction Intermediates', 'Nonhomologous End-Joining (NHEJ)', 'Homologous DNA Pairing and Strand Exchange', 'Processing of DNA double-strand break ends', 'Presynaptic phase of homologous DNA pairing and strand exchange', 'Regulation of TP53 Activity through Phosphorylation', 'G2/M DNA damage checkpoint']"
Brca2,0.45268726,0.2583702,1,"['HDR through MMEJ (alt-NHEJ)', 'HDR through Homologous Recombination (HRR)', 'Resolution of D-loop Structures through Holliday Junction Intermediates', 'Homologous DNA Pairing and Strand Exchange', 'Presynaptic phase of homologous DNA pairing and strand exchange']"
Brcc3,0.34575644,0.43990475,1,"['Metalloprotease DUBs', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Nonhomologous End-Joining (NHEJ)', 'Processing of DNA double-strand break ends', 'G2/M DNA damage checkpoint']"
Brd1,0.32572004,0.19904278,1,"['HATs acetylate histones', 'Regulation of TP53 Activity through Acetylation']"
Brd7,0.38112268,0.10759773,1,['Regulation of TP53 Activity through Acetylation']
Brip1,0.13280967,0.23040791,1,"['HDR through Single Strand Annealing (SSA)', 'HDR through Homologous Recombination (HRR)', 'Resolution of D-loop Structures through Holliday Junction Intermediates', 'Homologous DNA Pairing and Strand Exchange', 'Processing of DNA double-strand break ends', 'Presynaptic phase of homologous DNA pairing and strand exchange', 'Regulation of TP53 Activity through Phosphorylation', 'G2/M DNA damage checkpoint']"
Brk1,0.24871139,-0.27142876,2,"['Regulation of actin dynamics for phagocytic cup formation', 'VEGFA-VEGFR2 Pathway', 'RHO GTPases Activate WASPs and WAVEs', 'RAC1 GTPase cycle', 'RAC2 GTPase cycle', 'RAC3 GTPase cycle']"
Brms1,0.18675785,0.33685517,1,['HDACs deacetylate histones']
Brpf1,0.30380684,-0.035021454,1,"['HATs acetylate histones', 'Regulation of TP53 Activity through Acetylation']"
Brpf3,0.47270674,0.019868778,1,"['Platelet degranulation ', 'HATs acetylate histones', 'Regulation of TP53 Activity through Acetylation']"
Brs3,-0.18454842,-0.27790672,3,"['Peptide ligand-binding receptors', 'G alpha (q) signalling events']"
Brwd1,0.2732415,0.17969832,1,"['Interleukin-7 signaling', 'Chromatin modifying enzymes']"
Bsnd,-0.25079095,-0.19672865,3,['Stimuli-sensing channels']
Bst2,0.01977716,0.100285344,0,['Neutrophil degranulation']
Btbd1,-0.15463142,-0.057026625,3,"['Neddylation', 'Antigen processing: Ubiquitination & Proteasome degradation']"
Btbd6,-0.2517739,-0.1388121,3,"['Neddylation', 'Antigen processing: Ubiquitination & Proteasome degradation']"
Btc,0.28646305,-0.20943633,2,"['Signaling by ERBB2', 'Signaling by ERBB4', 'SHC1 events in ERBB2 signaling', 'PI3K events in ERBB4 signaling', 'SHC1 events in ERBB4 signaling', 'PIP3 activates AKT signaling', 'Signaling by EGFR', 'GRB2 events in EGFR signaling', 'GAB1 signalosome', 'SHC1 events in EGFR signaling', 'EGFR downregulation', 'GRB2 events in ERBB2 signaling', 'PI3K events in ERBB2 signaling', 'EGFR interacts with phospholipase C-gamma', 'RAF/MAP kinase cascade', 'ERBB2 Regulates Cell Motility', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'ERBB2 Activates PTK6 Signaling', 'Cargo recognition for clathrin-mediated endocytosis', 'Clathrin-mediated endocytosis', 'Downregulation of ERBB2 signaling', 'Extra-nuclear estrogen signaling']"
Btg2,0.21495712,0.37332448,0,['TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain']
Btk,0.44444808,-0.36968648,2,"['Regulation of actin dynamics for phagocytic cup formation', 'DAP12 signaling', 'FCERI mediated Ca+2 mobilization', 'G alpha (q) signalling events', 'G alpha (12/13) signalling events', 'RHO GTPases Activate WASPs and WAVEs', 'G beta:gamma signalling through BTK', 'Antigen activates B Cell Receptor (BCR) leading to generation of second messengers']"
Btn1a1,-0.1762365,0.03290757,3,['Butyrophilin (BTN) family interactions']
Btn2a2,-0.25363946,0.049630288,3,['Butyrophilin (BTN) family interactions']
Bub1b,0.38922024,0.09653474,1,"['Inactivation of APC/C via direct inhibition of the APC/C complex', 'Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal', 'Cdc20:Phospho-APC/C mediated degradation of Cyclin A', 'APC/C:Cdc20 mediated degradation of mitotic proteins', 'APC-Cdc20 mediated degradation of Nek2A', 'Separation of Sister Chromatids', 'Resolution of Sister Chromatid Cohesion', 'RHO GTPases Activate Formins', 'Mitotic Prometaphase', 'EML4 and NUDC in mitotic spindle formation']"
Bub3,0.36747396,0.20876522,1,"['Inactivation of APC/C via direct inhibition of the APC/C complex', 'Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal', 'Cdc20:Phospho-APC/C mediated degradation of Cyclin A', 'APC/C:Cdc20 mediated degradation of mitotic proteins', 'APC-Cdc20 mediated degradation of Nek2A', 'Separation of Sister Chromatids', 'Resolution of Sister Chromatid Cohesion', 'RHO GTPases Activate Formins', 'Mitotic Prometaphase', 'EML4 and NUDC in mitotic spindle formation']"
Bud23,0.17751765,0.45779434,0,['Major pathway of rRNA processing in the nucleolus and cytosol']
Bud31,0.16761774,0.3648404,0,['mRNA Splicing - Major Pathway']
Bysl,0.076867275,0.52600735,0,['Major pathway of rRNA processing in the nucleolus and cytosol']
C1d,-0.07031672,0.18643576,0,['Major pathway of rRNA processing in the nucleolus and cytosol']
C1galt1,-0.13259314,-0.028672868,3,['O-linked glycosylation of mucins']
C1galt1c1,-0.14501336,0.09512326,3,['O-linked glycosylation of mucins']
C1qa,0.109567225,-0.37154275,2,"['Initial triggering of complement', 'Classical antibody-mediated complement activation', 'Regulation of Complement cascade']"
C1qb,-0.011117664,-0.17818005,2,"['Initial triggering of complement', 'Classical antibody-mediated complement activation', 'Regulation of Complement cascade']"
C1qc,0.077173606,-0.13809714,2,"['Initial triggering of complement', 'Classical antibody-mediated complement activation', 'Regulation of Complement cascade']"
C1ra,-0.1272818,0.019145343,3,"['Initial triggering of complement', 'Classical antibody-mediated complement activation', 'Regulation of Complement cascade']"
C1s2,-0.20388629,-0.062028386,3,"['Initial triggering of complement', 'Classical antibody-mediated complement activation', 'Regulation of Complement cascade']"
C2,-0.13638003,-0.06629038,3,"['Initial triggering of complement', 'Activation of C3 and C5', 'Regulation of Complement cascade']"
C2cd3,-0.12467965,0.04913387,3,['Anchoring of the basal body to the plasma membrane']
C3,-0.095953815,-0.31475136,2,"['Alternative complement activation', 'Activation of C3 and C5', 'Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell', 'Peptide ligand-binding receptors', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'G alpha (i) signalling events', 'Neutrophil degranulation', 'Post-translational protein phosphorylation', 'Regulation of Complement cascade']"
C3ar1,0.12666588,0.0118787475,0,"['Peptide ligand-binding receptors', 'G alpha (i) signalling events', 'Neutrophil degranulation', 'Regulation of Complement cascade']"
